,股票代码,综合排名,最新季报增长率,EPS,股价强度,SMR,收益额增长稳定性,ROE,年度新高,量比变化,,行业板块,行业板块强度,季报日期,公告日,港股持股比例,当日涨幅,最新业绩预告,预告下限,预告上线
,code,cumulative_rank,new_quarter_eps,eps,rps,smr,eps_stability,roe,decline_range,volume_ratio,index_code,industry_name,industry_rps,period_date,ann_date,hk_hold,pct_chg,forecast,p_change_min,p_change_max
151,000566.SZ,35.1,-251.4,16.2,64.6,13.4,48.9,-3.5103,-31.0,0.38,851512.SI,化学制剂,92.1,2020-03-31,2020-04-30,,-0.98,,,
152,000567.SZ,97.2,-0.76,99.5,92.7,71.8,95.5,2.6362,-16.8,1.06,851921.SI,多元金融,63.4,2020-03-31,2020-04-27,0.0,0.57,,,
153,000568.SZ,94.5,13.59,75.9,79.6,83.3,0.8,25.5254,-5.3,1.26,851231.SI,白酒,85.0,2020-03-31,2020-04-29,2.18,3.17,,,
154,000570.SZ,34.8,-40.0,27.1,48.6,66.1,28.3,1.2009,-23.4,0.74,850714.SI,内燃机,41.0,2020-03-31,2020-04-30,,-1.53,,,
155,000571.SZ,33.3,-12.44,1.1,85.0,54.1,94.5,-60.2011,-7.4,0.83,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-30,0.0,1.11,,,
156,000572.SZ,27.4,-125.84,11.9,42.6,47.8,80.8,1.7378,-29.7,0.48,850911.SI,乘用车,79.7,2020-03-31,2020-04-28,0.0,-1.09,,,
157,000573.SZ,15.4,-107.5,38.3,21.1,30.2,72.8,3.8096,-23.4,1.16,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,,-1.16,,,
158,000576.SZ,32.2,-64.86,16.1,31.7,88.5,83.4,8.7945,-30.3,0.52,850154.SI,其他农产品加工,72.2,2020-03-31,2020-04-25,0.0,0.84,,,
159,000581.SZ,74.0,-19.12,59.3,65.6,65.4,17.0,13.7856,-10.3,1.05,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,6.42,0.46,,,
160,000582.SZ,85.4,14.18,66.2,76.9,76.4,4.0,10.537,0.0,1.23,851711.SI,港口,56.4,2020-03-31,2020-04-28,0.48,4.15,,,
161,000584.SZ,42.7,-158.44,74.6,19.9,13.1,85.2,2.3856,-31.8,1.06,850727.SI,其它专用机械,88.5,2020-03-31,2020-04-30,0.02,-2.15,,,
162,000586.SZ,8.7,-37.5,17.8,8.2,55.6,72.9,3.4971,-45.3,0.55,851013.SI,通信传输设备,54.6,2020-03-31,2020-04-28,,-1.23,,,
163,000587.SZ,1.5,63.16,10.9,0.9,34.9,86.3,-183.2192,-71.0,0.75,851434.SI,珠宝首饰,45.8,2020-03-31,2020-05-01,0.0,-4.4,,,
164,000589.SZ,19.0,-20.0,5.2,45.5,46.1,89.7,3.8073,-20.3,0.76,850361.SI,轮胎,43.6,2020-03-31,2020-04-30,,-0.25,,,
165,000590.SZ,30.7,-17.56,18.3,36.3,58.5,63.7,7.0627,-25.0,0.56,851521.SI,中药,78.0,2020-03-31,2020-04-29,,0.5,,,
166,000591.SZ,55.8,22.97,52.7,51.5,82.8,24.5,6.9897,-19.0,0.86,851615.SI,新能源发电,28.6,2020-03-31,2020-04-29,0.67,-0.91,,,
167,000592.SZ,58.6,-11.11,90.4,18.6,51.5,74.3,0.7706,-32.4,0.49,850131.SI,林业,74.0,2020-03-31,2020-04-30,0.95,-3.33,,,
168,000593.SZ,1.0,-1175.0,10.3,9.4,0.6,82.6,4.3853,-37.5,0.67,851631.SI,燃气,14.1,2020-03-31,2020-04-29,,-0.62,,,
169,000595.SZ,2.4,0.0,7.8,5.0,41.0,89.5,-67.0036,-69.0,0.47,850712.SI,机械基础件,56.8,2020-03-31,2020-04-28,,-0.61,,,
170,000596.SZ,95.4,-19.23,78.8,83.8,75.3,9.7,25.3537,-4.8,1.61,851231.SI,白酒,85.0,2020-03-31,2020-04-27,2.14,4.26,,,
171,000597.SZ,53.9,-133.33,94.7,2.1,54.2,84.1,4.7786,-44.8,0.36,851512.SI,化学制剂,92.1,2020-03-31,2020-04-29,0.33,0.19,,,
172,000598.SZ,56.3,0.0,51.7,56.4,72.6,1.3,9.97,-7.5,0.86,851621.SI,水务,21.1,2020-03-31,2020-04-29,1.18,-0.65,,,
173,000599.SZ,19.1,-511.76,5.5,56.4,28.5,79.0,-7.7165,-24.9,1.68,850361.SI,轮胎,43.6,2020-03-31,2020-04-30,,0.66,,,
174,000600.SZ,42.1,26.29,79.8,17.4,73.7,44.8,5.7057,-28.0,0.58,851611.SI,火电,16.7,2020-03-31,2020-04-29,1.45,-1.18,,,
175,000601.SZ,56.5,-27.31,41.4,71.2,46.3,28.7,8.6504,-36.2,0.72,851612.SI,水电,67.4,2020-03-31,2020-04-29,0.06,-1.11,,,
176,000603.SZ,56.2,-144.47,72.9,62.5,16.6,54.7,22.0487,-35.4,1.51,850553.SI,铅锌,50.2,2020-03-31,2020-04-28,0.38,-2.9,,,
177,000605.SZ,21.8,-62.18,39.4,19.9,73.8,37.4,1.8078,-30.7,3.65,851621.SI,水务,21.1,2020-03-31,2020-04-30,0.0,-1.29,,,
178,000606.SZ,11.6,-85.36,6.3,7.1,84.8,82.7,-45.7323,-47.9,1.27,852226.SI,IT服务,70.5,2020-03-31,2020-04-30,,-1.05,,,
179,000607.SZ,31.6,-277.55,18.6,56.4,15.1,45.3,1.0646,-29.4,0.32,852243.SI,营销服务,88.1,2020-03-31,2020-04-28,0.0,0.44,,,
180,000608.SZ,20.6,0.0,10.5,36.3,84.1,89.1,-2.7887,-29.2,1.1,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,,-1.27,,,
181,000609.SZ,48.2,33.33,45.2,56.4,80.0,84.8,1.9088,-35.0,0.72,851811.SI,房地产开发,29.1,2020-03-31,2020-04-28,,-1.45,,,
182,000610.SZ,35.7,-233.33,88.3,25.1,9.2,76.2,-3.5031,-34.1,0.72,852121.SI,酒店,36.1,2020-03-31,2020-04-15,,-0.5,,,
183,000611.SZ,44.9,1.21,7.0,63.5,98.6,73.2,3.1811,-18.7,1.03,851316.SI,其他纺织,44.5,2020-03-31,2020-04-30,,-1.7,,,
184,000612.SZ,31.4,220.69,18.2,39.5,89.5,71.9,2.4977,-14.3,1.06,850551.SI,铝,32.2,2020-03-31,2020-04-28,0.03,4.71,,,
185,000613.SZ,70.4,-258.14,83.3,79.6,12.1,72.5,0.9684,-23.2,1.24,852121.SI,酒店,36.1,2020-03-31,2020-04-25,,2.37,,,
186,000615.SZ,19.9,-736.09,61.6,21.1,8.0,80.8,0.6429,-27.7,1.27,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,0.0,1.2,,,
187,000616.SZ,59.1,0.0,99.5,37.8,34.3,97.9,0.6882,-25.5,0.81,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,0.0,-0.73,,,
188,000617.SZ,49.6,-8.7,46.5,36.3,76.8,3.0,9.6592,-24.0,1.39,851921.SI,多元金融,63.4,2020-03-31,2020-04-29,0.02,0.19,,,
189,000619.SZ,20.1,-160.68,25.8,39.5,29.5,57.2,0.4715,-19.6,0.86,850614.SI,其他建材,35.2,2020-03-31,2020-04-22,,-0.82,,,
190,000620.SZ,10.1,-4450.0,34.2,26.6,16.1,94.8,10.4531,-42.0,3.87,851811.SI,房地产开发,29.1,2020-03-31,2020-04-29,1.09,8.33,,,
191,000620.SZ,10.1,-4450.0,34.2,26.6,16.1,94.8,10.3193,-42.0,3.87,851811.SI,房地产开发,29.1,2020-03-31,2020-04-29,1.09,8.33,,,
192,000622.SZ,41.6,22.22,89.2,16.2,27.3,79.6,6.0298,-42.8,0.75,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-23,,-1.57,,,
193,000623.SZ,63.9,-49.09,45.9,50.2,55.3,30.2,6.4866,-11.8,1.05,851512.SI,化学制剂,92.1,2020-03-31,2020-04-29,1.77,-0.88,,,
194,000625.SZ,65.6,129.55,10.2,91.7,56.3,62.4,-5.8638,-5.4,1.03,850911.SI,乘用车,79.7,2020-03-31,2020-04-30,4.95,-0.52,,,
195,000626.SZ,27.8,-700.0,90.8,19.9,5.3,71.5,6.2996,-39.6,0.38,852021.SI,贸易,21.6,2020-03-31,2020-04-30,,-0.8,,,
196,000627.SZ,20.1,14.29,38.8,28.3,38.2,39.8,8.8322,-32.2,0.85,851941.SI,保险,35.7,2020-03-31,2020-04-30,1.16,0.19,,,
197,000628.SZ,57.7,-65.45,87.6,33.5,62.2,70.6,11.4578,-20.0,0.43,850623.SI,房屋建设,22.5,2020-03-31,2020-04-28,,-1.01,,,
198,000629.SZ,41.3,-90.65,92.3,3.3,26.6,62.5,16.9583,-47.1,0.52,850231.SI,其他采掘,83.7,2020-03-31,2020-04-23,0.88,-0.98,,,
199,000630.SZ,47.3,-79.32,87.8,23.7,27.8,54.0,4.7077,-24.7,0.69,850552.SI,铜,47.1,2020-03-31,2020-04-30,1.66,-0.52,,,
200,000631.SZ,63.2,-66.67,74.4,51.5,52.3,56.8,9.4408,-6.4,1.26,851811.SI,房地产开发,29.1,2020-03-31,2020-04-21,0.09,-0.68,,,
201,000632.SZ,36.1,26.44,78.2,15.1,28.8,64.4,3.1056,-40.2,1.22,852311.SI,综合,64.3,2020-03-31,2020-04-30,,-2.15,,,
202,000633.SZ,12.3,-331.25,15.1,9.4,53.2,59.1,-3.894,-40.1,1.0,850521.SI,金属新材料,76.2,2020-03-31,2020-04-24,,-1.65,,,
203,000635.SZ,12.8,-250.0,43.2,21.1,11.8,70.9,1.9217,-26.8,1.03,850322.SI,氯碱,26.9,2020-03-31,2020-04-24,0.0,-1.44,,,
204,000636.SZ,98.8,-22.22,94.7,97.4,45.7,61.9,6.1567,-2.2,1.16,850823.SI,被动元件,92.5,2020-03-31,2020-04-29,0.04,5.73,,,
205,000637.SZ,37.3,-196.83,82.1,44.1,12.0,75.5,10.0827,-30.5,1.8,850311.SI,石油加工,9.3,2020-03-31,2020-04-29,,2.18,,,
206,000638.SZ,8.9,-212.31,7.4,28.3,14.8,77.6,6.9021,-32.9,2.14,852311.SI,综合,64.3,2020-03-31,2020-04-30,,-8.49,,,
207,000639.SZ,16.5,-22.22,24.1,17.4,61.9,49.1,-19.0151,-38.8,0.79,851244.SI,食品综合,55.9,2020-03-31,2020-04-30,0.01,-2.8,,,
208,000650.SZ,46.1,-33.33,58.9,26.6,53.8,16.6,14.9456,-33.7,0.53,851521.SI,中药,78.0,2020-03-31,2020-04-29,0.64,-0.83,,,
209,000651.SZ,53.4,-72.34,64.9,65.6,29.1,21.3,24.5151,-18.7,1.52,851112.SI,空调,22.0,2020-03-31,2020-04-30,15.23,-1.8,,,
210,000652.SZ,74.2,132.84,48.2,90.0,82.2,79.4,7.1573,-57.1,0.46,852311.SI,综合,64.3,2020-03-31,2020-04-28,0.18,-2.93,,,
211,000655.SZ,87.1,4.0,90.2,60.6,63.7,95.6,7.2234,-21.4,0.54,850231.SI,其他采掘,83.7,2020-03-31,2020-04-25,,-0.67,,,
212,000656.SZ,86.9,75.0,86.0,74.5,84.4,51.8,22.4572,-7.9,0.77,851811.SI,房地产开发,29.1,2020-03-31,2020-04-14,2.89,-0.13,,,
213,000657.SZ,52.0,43.03,98.1,18.6,74.6,80.0,3.8013,-30.1,1.81,850542.SI,钨,11.5,2020-03-31,2020-04-27,2.94,-1.8,,,
214,000659.SZ,25.4,-75.45,50.7,14.0,28.4,71.0,2.5448,-35.1,0.49,851421.SI,包装印刷,76.7,2020-03-31,2020-04-28,,-1.31,,,
215,000661.SZ,98.4,24.65,83.7,81.7,88.7,20.4,26.5335,0.0,1.38,851531.SI,生物制品,96.0,2020-03-31,2020-04-22,2.06,5.98,,,
216,000662.SZ,1.9,-229.98,2.1,3.8,16.0,99.3,-109.6534,-59.4,0.67,852226.SI,IT服务,70.5,2020-03-31,2020-04-30,0.0,-2.53,,,
217,000663.SZ,1.2,0.0,1.6,5.9,52.2,93.0,-34.1156,-51.4,0.31,851432.SI,家具,7.9,2020-03-31,2020-04-30,,-0.49,,,
218,000665.SZ,11.2,-160.0,23.1,8.2,15.9,29.9,1.5631,-37.6,1.72,852224.SI,有线电视网络,90.7,2020-03-31,2020-04-30,0.02,1.65,不确定,-122.88,-92.37
219,000666.SZ,28.9,-71.8,62.2,17.4,25.5,55.3,5.7286,-34.8,0.76,851921.SI,多元金融,63.4,2020-03-31,2020-04-25,2.38,-0.54,,,
220,000667.SZ,34.1,24.49,17.0,58.6,58.7,45.2,0.9187,-6.8,0.71,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,0.82,-1.08,,,
221,000667.SZ,34.1,24.49,17.0,58.6,58.7,45.2,0.9371,-6.8,0.71,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,0.82,-1.08,,,
222,000668.SZ,59.6,-228.57,94.8,57.6,7.0,86.4,4.0197,-26.2,0.56,851811.SI,房地产开发,29.1,2020-03-31,2020-04-25,,-3.06,,,
223,000669.SZ,0.7,10.22,8.9,0.8,42.2,68.8,-70.7407,-67.3,0.59,851631.SI,燃气,14.1,2020-03-31,2020-04-30,0.0,4.76,,,
224,000671.SZ,68.9,60.0,82.0,50.2,77.2,41.4,16.1702,-25.1,1.61,851811.SI,房地产开发,29.1,2020-03-31,2020-04-29,1.28,-0.77,,,
225,000672.SZ,89.5,-6.67,96.7,94.1,70.9,64.7,52.4828,-15.7,0.8,850612.SI,水泥制造,6.2,2020-03-31,2020-04-28,1.28,0.22,,,
226,000673.SZ,0.6,61.77,4.6,0.5,16.2,86.2,-312.6067,-80.7,0.62,852242.SI,影视动漫,59.5,2019-12-31,2020-04-28,0.0,0.78,,,
227,000676.SZ,68.2,-169.96,59.5,58.6,38.2,94.2,9.8914,-28.0,0.96,852222.SI,移动互联网服务,97.4,2020-03-31,2020-04-28,0.41,1.13,,,
228,000677.SZ,57.6,-50.0,93.2,41.1,37.5,62.7,2.5692,-36.4,1.01,850341.SI,涤纶,37.0,2020-03-31,2020-04-25,,-0.97,,,
229,000678.SZ,6.4,-150.0,13.2,10.1,26.1,91.9,1.0287,-37.4,1.31,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,,-2.39,,,
230,000679.SZ,9.5,-11.76,1.8,39.5,35.1,94.3,-42.1907,-25.9,1.26,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,,-4.88,,,
231,000680.SZ,37.3,-43.44,59.6,42.6,37.0,50.8,1.6718,-26.0,0.84,850722.SI,工程机械,27.8,2020-03-31,2020-04-29,0.0,-1.99,,,
232,000681.SZ,74.3,-49.27,47.7,69.2,52.8,19.3,7.3459,-20.1,0.67,852221.SI,互联网信息服务,99.6,2020-03-31,2020-04-29,2.34,-2.43,,,
233,000682.SZ,80.6,2.06,83.2,59.7,69.6,44.2,7.8659,-21.9,1.19,857321.SI,电网自动化,60.8,2020-03-31,2020-04-29,0.26,-0.4,,,
234,000683.SZ,41.6,-116.67,90.0,14.0,27.6,80.2,6.7318,-34.2,0.86,850321.SI,纯碱,53.7,2020-03-31,2020-04-28,0.39,-2.12,,,
235,000685.SZ,38.1,-28.57,53.4,41.1,51.6,23.3,8.235,-15.8,1.0,851621.SI,水务,21.1,2020-03-31,2020-04-30,0.44,-0.77,,,
236,000686.SZ,78.0,-41.67,80.8,58.6,37.7,56.7,6.5782,-18.2,1.3,851931.SI,证券,83.3,2020-03-31,2020-04-25,0.94,1.39,,,
237,000687.SZ,0.5,-131.13,8.3,0.6,11.4,63.4,-262.6257,-73.3,61.89,857421.SI,航空装备,43.2,2019-12-31,2020-04-30,0.02,-4.23,,,
238,000687.SZ,0.5,-131.13,8.3,0.6,11.4,63.4,-592.3188,-73.3,61.89,857421.SI,航空装备,43.2,2019-12-31,2020-04-30,0.02,-4.23,,,
239,000688.SZ,70.7,-76.33,49.1,89.1,33.4,69.2,7.6394,-7.7,0.69,850553.SI,铅锌,50.2,2020-03-31,2020-04-10,0.66,-1.03,,,
240,000690.SZ,58.5,-45.45,92.6,15.1,95.3,57.3,9.6215,-28.6,0.86,851615.SI,新能源发电,28.6,2020-03-31,2020-04-21,1.24,-1.46,,,
241,000691.SZ,31.0,427.66,8.1,73.9,33.8,94.9,-12.6739,-5.5,1.32,851811.SI,房地产开发,29.1,2020-03-31,2020-04-28,,-3.77,扭亏,173.6,195.67
242,000692.SZ,7.0,-44.25,3.4,34.9,42.9,96.3,-8.6711,-24.8,0.78,851614.SI,热电,4.8,2020-03-31,2020-04-30,,-0.39,,,
243,000695.SZ,66.6,-700.0,93.2,44.1,3.4,75.7,3.5961,-15.4,0.8,851421.SI,包装印刷,76.7,2020-03-31,2020-04-30,,-0.25,,,
244,000697.SZ,8.8,23.48,0.7,21.1,67.2,96.4,-67.3598,-36.9,0.62,857421.SI,航空装备,43.2,2020-03-31,2020-04-29,0.44,-0.88,续亏,-135.1847,-135.1847
245,000698.SZ,1.3,-566.67,8.0,19.9,4.2,70.8,-18.1249,-43.3,0.71,850311.SI,石油加工,9.3,2020-03-31,2020-04-28,,-1.59,首亏,-494.15,-379.19
246,000700.SZ,80.8,-350.95,97.9,95.3,2.2,82.4,4.38,-53.5,0.73,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-29,0.1,-2.66,,,
247,000701.SZ,6.7,-18.53,1.6,17.4,1.6,92.0,-74.1579,-34.4,0.77,850823.SI,被动元件,92.5,2020-03-31,2020-04-29,0.0,-2.96,,,
248,000702.SZ,69.3,48.7,98.2,33.5,73.4,82.7,1.7681,-30.0,0.86,850141.SI,饲料,40.5,2020-03-31,2020-04-29,,-2.56,,,
249,000703.SZ,49.8,81.25,81.3,11.9,79.3,47.5,15.5955,-20.5,0.72,850341.SI,涤纶,37.0,2020-03-31,2020-04-28,0.92,-1.12,,,
250,000705.SZ,86.1,-10.27,89.8,62.5,43.4,35.5,13.5935,-14.6,0.5,851541.SI,医药商业,89.4,2020-03-31,2020-04-18,,-0.14,,,
251,000707.SZ,17.5,-1598.35,44.7,26.6,1.1,96.6,5.9786,-32.3,1.34,850321.SI,纯碱,53.7,2020-03-31,2020-04-29,,-2.45,,,
252,000708.SZ,84.5,3.82,76.9,79.6,64.1,4.9,36.3352,0.0,0.5,850412.SI,特钢,37.4,2020-03-31,2020-04-22,0.43,-0.87,,,
253,000709.SZ,28.1,-66.67,67.6,11.0,41.3,59.7,4.5313,-33.3,0.47,850411.SI,普钢,44.9,2020-03-31,2020-04-23,1.2,-1.44,,,
254,000710.SZ,94.5,-62.66,62.7,93.0,74.6,62.0,18.461,-6.9,1.23,851551.SI,医疗器械,94.7,2020-03-31,2020-04-29,1.04,-0.71,,,
255,000711.SZ,5.2,26.87,13.2,5.5,74.8,78.9,-23.0919,-53.1,0.87,851641.SI,环保工程及服务,26.4,2020-03-31,2020-04-30,,-2.12,,,
256,000712.SZ,41.9,-48.48,21.7,58.6,32.8,59.2,2.0789,-20.4,1.32,851931.SI,证券,83.3,2020-03-31,2020-04-30,0.71,0.88,,,
257,000713.SZ,54.5,-56.98,91.3,41.1,45.9,75.4,3.4983,-24.7,0.98,850111.SI,种子生产,11.0,2020-03-31,2020-04-29,,-2.25,,,
258,000715.SZ,28.7,-212.24,69.0,2.9,25.2,45.5,10.9228,-53.0,1.23,852031.SI,百货,96.5,2020-03-31,2020-04-29,,-3.91,,,
259,000716.SZ,39.7,-460.0,95.7,17.4,5.9,68.8,1.234,-38.3,0.67,851244.SI,食品综合,55.9,2020-03-31,2020-04-30,,-0.26,,,
260,000717.SZ,72.6,-8.35,99.5,41.1,55.6,91.0,25.7264,-22.1,0.5,850411.SI,普钢,44.9,2020-03-31,2020-04-30,1.6,-1.28,,,
261,000718.SZ,46.3,42.55,48.7,36.3,89.2,60.1,14.6415,-18.5,0.74,851811.SI,房地产开发,29.1,2020-03-31,2020-04-29,1.0,-0.98,,,
262,000719.SZ,66.6,-11.11,51.1,52.7,60.6,0.9,10.3694,-15.0,0.57,852241.SI,平面媒体,85.5,2020-03-31,2020-04-30,0.1,0.0,,,
263,000720.SZ,15.7,-104.44,15.5,52.7,20.8,87.0,20.7215,-16.9,0.57,851611.SI,火电,16.7,2020-03-31,2020-04-21,0.65,-1.35,,,
264,000721.SZ,21.0,-323.61,10.5,68.3,9.8,73.3,-7.3669,-20.8,0.51,852141.SI,餐饮,33.9,2020-03-31,2020-04-15,,0.62,,,
265,000722.SZ,45.7,0.0,49.8,28.3,69.2,30.7,4.7546,-24.8,0.51,851612.SI,水电,67.4,2020-03-31,2020-04-18,,-0.5,,,
266,000723.SZ,15.8,-111.11,70.7,7.1,22.8,68.7,12.5077,-48.0,0.91,850222.SI,焦炭加工,27.3,2020-03-31,2020-04-25,0.78,-1.85,,,
267,000725.SZ,86.6,-53.33,87.4,80.3,15.7,95.6,2.121,-21.4,1.2,850831.SI,显示器件,95.6,2020-03-31,2020-04-28,4.19,0.0,,,
268,000726.SZ,29.5,-47.83,54.8,18.6,46.2,8.8,12.8322,-26.2,0.58,851312.SI,棉纺,48.9,2020-03-31,2020-04-30,4.15,-0.89,,,
269,000727.SZ,8.2,-58.44,0.2,14.0,26.0,98.2,-80.9135,-38.6,2.35,850831.SI,显示器件,95.6,2020-03-31,2020-04-30,0.05,3.36,,,
270,000728.SZ,46.3,-32.93,31.8,48.6,43.5,42.4,3.6966,-17.8,1.77,851931.SI,证券,83.3,2020-03-31,2020-04-29,1.18,2.76,,,
271,000729.SZ,50.5,-514.29,38.9,58.6,6.6,58.8,1.7607,-7.9,1.58,851232.SI,啤酒,90.3,2020-03-31,2020-04-30,0.81,3.25,,,
272,000731.SZ,50.6,-75.91,83.0,33.5,34.1,74.9,3.0839,-20.7,0.61,850331.SI,氮肥,37.9,2020-03-31,2020-04-24,,-0.59,,,
273,000732.SZ,0.8,-158.0,19.3,0.4,13.6,51.1,4.2956,-70.4,1.75,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,1.1,-1.9,,,
274,000732.SZ,0.8,-158.0,19.3,0.4,13.6,51.1,2.4447,-70.4,1.75,851811.SI,房地产开发,29.1,2020-03-31,2020-04-30,1.1,-1.9,,,
275,000733.SZ,82.6,2.38,49.1,82.9,67.7,2.4,5.8339,-20.1,0.84,850823.SI,被动元件,92.5,2020-03-31,2020-04-29,0.72,0.05,,,
276,000735.SZ,84.8,265.81,82.9,60.6,95.8,79.2,0.7456,-13.2,1.38,850171.SI,畜禽养殖,46.7,2020-03-31,2020-04-30,0.34,0.94,,,
277,000736.SZ,36.5,-123.53,94.9,12.9,19.4,99.4,21.6153,-22.9,0.68,851811.SI,房地产开发,29.1,2020-03-31,2020-04-29,,-1.79,,,
278,000738.SZ,68.0,35.95,55.9,59.7,81.9,5.2,5.1192,-13.5,1.83,857421.SI,航空装备,43.2,2020-03-31,2020-04-24,1.31,1.48,,,
279,000739.SZ,97.9,39.98,73.6,96.9,77.5,12.8,15.5619,-2.7,0.67,851511.SI,化学原料药,93.4,2020-03-31,2020-04-18,2.6,1.91,,,
280,000750.SZ,82.5,20.0,93.2,39.5,67.2,66.8,3.5364,-12.9,1.31,851931.SI,证券,83.3,2020-03-31,2020-04-28,0.81,1.37,不确定,,
281,000751.SZ,42.7,-35.29,89.0,12.9,39.0,49.8,8.0171,-34.3,0.71,850553.SI,铅锌,50.2,2020-03-31,2020-04-21,0.0,-1.13,,,
282,000752.SZ,27.9,-4.7,1.0,48.6,45.2,98.6,-162.7894,-25.7,0.57,851232.SI,啤酒,90.3,2020-03-31,2020-04-29,,-1.0,,,
283,000753.SZ,26.6,10.34,27.1,30.0,61.4,56.8,4.4749,-24.2,0.97,850941.SI,汽车服务,52.4,2020-03-31,2020-04-29,,1.06,,,
284,000755.SZ,36.0,-1505.91,89.6,31.7,2.2,83.3,13.2484,-21.8,0.8,851731.SI,高速公路,15.9,2020-03-31,2020-04-28,,-0.55,,,
285,000756.SZ,93.3,16.67,76.6,85.0,71.8,35.3,10.6065,-22.5,0.48,851511.SI,化学原料药,93.4,2020-03-31,2020-04-22,1.36,-0.19,,,
286,000757.SZ,44.5,-31.43,83.6,28.3,5.0,42.6,11.8918,-25.2,2.57,850921.SI,汽车零部件,60.4,2020-03-31,2020-04-30,,1.31,首亏,-136.21,-127.43
287,000758.SZ,6.2,3.61,6.5,17.4,30.7,73.0,-21.0172,-34.5,0.94,850553.SI,铅锌,50.2,2020-03-31,2020-04-30,0.6,-0.23,,,
288,000759.SZ,65.4,-725.0,99.0,39.5,4.8,87.1,0.3024,-17.2,0.78,852032.SI,超市,69.2,2020-03-31,2020-04-29,,-1.67,,,
289,000761.SZ,23.4,-28.57,46.0,17.4,48.3,65.5,2.878,-29.6,0.76,850411.SI,普钢,44.9,2020-03-31,2020-04-24,0.0,0.31,,,
290,000762.SZ,22.6,-8460.0,13.0,45.5,0.2,98.2,4.1841,-14.6,0.52,850231.SI,其他采掘,83.7,2020-03-31,2020-04-30,0.01,-1.17,,,
291,000766.SZ,9.6,-187.29,9.4,17.4,16.2,89.6,-55.6177,-40.7,0.83,851512.SI,化学制剂,92.1,2020-03-31,2020-04-29,1.12,-1.61,,,
292,000767.SZ,13.4,725.0,4.4,22.4,99.6,88.5,0.8988,-25.6,0.85,851611.SI,火电,16.7,2020-03-31,2020-04-24,0.0,-0.44,,,
293,000768.SZ,77.7,11.19,57.1,70.3,94.2,30.8,3.4902,-12.1,2.39,857421.SI,航空装备,43.2,2020-03-31,2020-04-30,1.17,4.1,,,
294,000776.SZ,72.7,-28.95,56.9,66.6,40.5,31.2,8.5547,-11.1,1.17,851931.SI,证券,83.3,2020-03-31,2020-04-29,1.07,0.63,,,
295,000777.SZ,44.1,-248.12,77.8,30.0,10.9,82.4,9.5948,-20.4,0.57,850712.SI,机械基础件,56.8,2020-03-31,2020-04-30,0.0,-1.28,,,
296,000778.SZ,55.5,12.64,88.0,21.1,61.7,59.5,7.1801,-24.8,0.52,850411.SI,普钢,44.9,2020-03-31,2020-04-29,1.62,-0.87,,,
297,000779.SZ,78.7,5.23,96.0,59.7,77.5,62.3,17.361,-28.6,0.62,857233.SI,水利工程,25.1,2020-03-31,2020-04-30,,-0.68,,,
298,000780.SZ,32.1,41.18,85.2,7.7,71.9,94.7,-1.9498,-41.9,1.46,850221.SI,煤炭开采,10.1,2020-03-31,2020-04-30,,-1.32,,,
299,000782.SZ,33.1,-500.0,80.1,19.9,3.8,67.0,1.7321,-32.9,1.66,850344.SI,其他纤维,57.3,2020-03-31,2020-04-29,,0.94,,,
300,000783.SZ,80.3,-42.86,93.7,51.5,31.8,61.9,6.1117,-12.8,0.9,851931.SI,证券,83.3,2020-03-31,2020-04-30,1.19,0.72,,,
301,000785.SZ,72.2,-50.0,100.0,22.4,61.7,99.1,38.4097,-35.9,0.97,852033.SI,多业态零售,87.7,2020-03-31,2020-04-30,0.0,-1.49,,,
302,000786.SZ,38.8,-89.69,37.8,68.3,33.1,50.2,3.1249,-32.7,0.84,850614.SI,其他建材,35.2,2020-03-31,2020-04-28,5.85,0.09,扭亏,172.31,208.47
303,000788.SZ,72.1,-32.28,60.4,53.9,56.0,40.1,4.0707,-19.2,0.43,851512.SI,化学制剂,92.1,2020-03-31,2020-04-29,,-0.29,,,
304,000788.SZ,72.1,-32.28,60.4,53.9,56.0,40.1,4.0707,-19.2,0.43,851512.SI,化学制剂,92.1,2020-03-31,2020-04-29,,-0.29,,,
305,000789.SZ,83.9,15.78,90.8,80.7,74.7,92.8,30.1043,-12.9,0.57,850612.SI,水泥制造,6.2,2020-03-31,2020-04-28,3.49,-0.23,,,
306,000790.SZ,88.0,-48.0,80.7,71.8,70.8,64.1,7.1822,-20.2,0.36,851521.SI,中药,78.0,2020-03-31,2020-04-29,,-1.21,,,
